Topic,TrecID,UUID,target_hostname,Score
laptop desktop,clueweb12-0715wb-92-11117,432994ec-4701-5edc-aa34-38b5188222af,gurgaon.quikr.com,1866.176
laptop desktop,clueweb12-0715wb-45-10005,9ec8bab2-f259-57a3-bbfb-8a6680c78cf7,gurgaon.quikr.com,1864.6963
laptop desktop,clueweb12-0715wb-92-11119,9ec6da5c-b173-565d-b26a-340bd223800b,gurgaon.quikr.com,1864.4158
laptop desktop,clueweb12-0716wb-08-05445,817d4e9d-5a5f-5ee7-b542-cc0dd8255de1,gurgaon.quikr.com,1864.3304
laptop desktop,clueweb12-0716wb-08-05452,c0da475e-e0ae-5ef8-9018-44ff5a834e98,gurgaon.quikr.com,1863.5203
laptop desktop,clueweb12-0716wb-08-05447,a46aedae-9f26-5eb7-bde9-681acd19655d,gurgaon.quikr.com,1862.9443
laptop desktop,clueweb12-0716wb-08-05454,3d669c63-6b93-54ca-ace2-de7e4a8790c1,gurgaon.quikr.com,1862.6578
laptop desktop,clueweb12-0715wb-45-10010,cbc02ca8-8dee-5699-8a40-0f951d238c99,gurgaon.quikr.com,1861.8794
laptop desktop,clueweb12-0715wb-51-18069,173574a6-a516-52d8-8832-c4f822f03cba,gurgaon.quikr.com,1861.0381
laptop desktop,clueweb12-0715wb-92-11111,1ee9b21d-eb8c-55d6-8ddf-c5268f68ee4b,gurgaon.quikr.com,1860.6555
laptop desktop,clueweb12-0716wb-86-12672,8b7f7430-c55e-55f4-afcd-eba3704d6dac,gurgaon.quikr.com,1860.3164
laptop desktop,clueweb12-0715wb-92-11120,c7c93f7d-c832-57a8-9bfd-d7a638d98325,gurgaon.quikr.com,1858.2859
laptop desktop,clueweb12-0715wb-79-00282,e659425a-8cfc-5f7b-b12f-dff898487c62,gurgaon.quikr.com,1855.3601
laptop desktop,clueweb12-0715wb-51-18058,adb7c6fa-1f45-563e-8a9e-1c78cf7173cf,gurgaon.quikr.com,1850.8169
laptop desktop,clueweb12-0715wb-79-00270,3aa94ef3-f1dc-560c-950e-d477bcbd7a3d,gurgaon.quikr.com,1842.4373
laptop desktop,clueweb12-0715wb-92-10651,a0c6dcfc-9fa7-5a1c-b9c2-b5c77b43e0f7,kanpur.quikr.com,1925.3829
laptop desktop,clueweb12-0716wb-08-05576,c7c456a7-7927-5882-be5e-4b6b787e4023,lucknow.quikr.com,1855.3999
laptop desktop,clueweb12-0715wb-00-26828,1b226f09-22bc-5cea-ad5b-0dbd603114a7,lucknow.quikr.com,1848.6924
laptop desktop,clueweb12-0918wb-63-03826,7f3e1c31-22c7-5e0f-a9cb-b1d5f60e1271,www.copiun.com,1849.644
Canon Nikon,clueweb12-1308wb-53-19440,583f28e0-200b-5062-8747-69209c1447d6,www.canonrumors.com,2061.8235
Canon Nikon,clueweb12-1300tw-80-22999,1b0082fb-ccd6-519b-97de-e94a5063ade5,www.canonrumors.com,1545.0537
Canon Nikon,clueweb12-1308wb-10-35544,a1587a18-6ee3-5e32-93ef-f3f66dfeced3,www.canonrumors.com,1496.5071
Canon Nikon,clueweb12-1307wb-77-35608,c1d757aa-f94d-5d5f-8cf9-58a63bec0e63,www.canonrumors.com,1489.8021
Canon Nikon,clueweb12-0006wb-20-21983,5ff92f1d-2011-54be-bbcc-36ec2a2e19d4,lists.drizzle.com,2020.2385
Canon Nikon,clueweb12-0005wb-38-24952,a2971260-4bb0-542d-b46a-c4a9381aa322,lists.drizzle.com,1544.0284
Canon Nikon,clueweb12-1201wb-86-23638,d365eb24-14dd-5b76-8939-ca57549bee8a,tleaves.com,2016.0951
Canon Nikon,clueweb12-1118wb-11-05091,f063abb7-be28-581a-b6ef-5f68b28ddfef,tleaves.com,1857.4757
Canon Nikon,clueweb12-1201wb-30-21787,0ba36259-3682-567b-9550-9d965581cced,tleaves.com,1857.0334
Canon Nikon,clueweb12-1117wb-82-13416,a291670e-a6b2-55ed-892b-86dffa9905ed,tleaves.com,1854.9888
Canon Nikon,clueweb12-1201wb-38-14630,6600c5c2-025c-5bce-b112-b6ba32a807bf,tleaves.com,1790.776
Canon Nikon,clueweb12-1201wb-30-21788,c74d1de7-b78f-58c1-a607-8a47044ad725,tleaves.com,1775.3129
Canon Nikon,clueweb12-0001wb-98-37238,f0c59fb2-4df6-550e-ac4c-1c36342d7937,cameras.about.com,1918.2341
Canon Nikon,clueweb12-0002wb-34-08397,c21ec22b-4ddb-5910-a1d3-f75dc14d9f3e,cameras.about.com,1879.3326
Canon Nikon,clueweb12-0001wb-84-25807,2901198f-43dc-56e7-a579-b4caffbb91df,cameras.about.com,1739.5231
Canon Nikon,clueweb12-0903wb-90-00272,b5c3597e-75c5-51ad-ab9f-03d16efedf18,spikesphotos.com,1898.0836
Canon Nikon,clueweb12-0815wb-32-02968,21b511af-2f6c-591f-afab-4af1db3337a4,www.qtm.com,1875.1876
Canon Nikon,clueweb12-0816wb-21-10231,e4a94ac4-23e3-5168-aedb-1c40c989fa22,www.qtm.com,1873.7068
Canon Nikon,clueweb12-0815wb-02-02366,5cb199e0-03ba-554a-a489-37fed04ee8a3,www.qtm.com,1782.0839
Canon Nikon,clueweb12-1405wb-64-09595,37b94b18-7ffc-5f13-87a0-8010b4f9865b,ablewise.com,1833.5536
Canon Nikon,clueweb12-0408wb-80-06880,684ca4a6-1c18-5cd2-9436-75ec2ae1d5e5,www.cambridgeincolour.com,1825.1143
Canon Nikon,clueweb12-1309wb-29-28875,cc37d56d-e1e5-5bb7-80ef-62e7b91135a9,www.covert-systems.com,1784.307
Canon Nikon,clueweb12-1910wb-28-22470,c016eb4b-5eca-5e57-a16f-4ef75448519b,www.dslrforum.com,1777.7046
Canon Nikon,clueweb12-1910wb-58-02452,c4e34240-704f-5ff7-9471-cc92a2c287a3,www.dslrforum.com,1546.9108
Canon Nikon,clueweb12-0405wb-11-27558,f167bb72-5929-5f1f-88ab-61287f0ac4f8,www.digiforumz.com,1730.1608
Canon Nikon,clueweb12-1308wb-88-08893,bd6b293a-87d1-5ebf-9c08-19ac88c5ff81,www.bytephoto.com,1724.1985
Canon Nikon,clueweb12-0002wb-55-22059,4d30e12c-c671-5e88-b6bc-13486dafd4f4,andrej.mobileduo.com,1718.5267
Canon Nikon,clueweb12-0012wb-34-10102,aeba6935-90b8-5b33-89e6-d0928687b859,scorpionentity.deviantart.com,1712.1957
Canon Nikon,clueweb12-1611wb-16-30261,873185b4-aa41-5c50-82d0-8a0ae8c4d9d9,www.leitax.com,1707.2035
Canon Nikon,clueweb12-1300tw-93-18220,05ec54a2-f09f-5f22-8974-a0ba551d1997,www.formspring.me,1678.7878
Canon Nikon,clueweb12-1400tw-25-01214,10b1f954-d31b-5b73-9b9a-eed25c7f0789,www.formspring.me,1514.7688
Canon Nikon,clueweb12-1000tw-29-08255,780b6c95-fd4c-57a7-b59c-d4e538a975bd,www.lensmug.net,1678.5165
Canon Nikon,clueweb12-0309wb-30-25569,29172ce5-552b-58be-9976-e2fb2e727dfe,astore.amazon.com,1676.4187
Canon Nikon,clueweb12-1714wb-60-13368,5b052100-1335-55cc-904e-0313e57ab750,www.neothermic.com,1645.4998
Canon Nikon,clueweb12-1715wb-43-15728,276f9324-e29b-596d-adae-ec4740c3fe1e,www.neothermic.com,1626.2017
Canon Nikon,clueweb12-1806wb-93-17395,57f67c63-cf77-5a7c-8f6d-789c8f9f44d3,www.studio81.co.nz,1632.1831
Canon Nikon,clueweb12-1304wb-18-28059,6e8fad4b-f56b-5aa9-9003-f403ab9da971,www.lightscoop.com,1622.5134
Canon Nikon,clueweb12-1304wb-64-02983,657ff31f-cdfd-5025-a668-d65bafbaa473,www.lightscoop.com,1523.9037
Canon Nikon,clueweb12-1304wb-55-24746,00705ae5-0b35-5219-ba76-268532fb6ce6,www.lightscoop.com,1511.9221
Canon Nikon,clueweb12-1304wb-55-24748,0c22a126-6b89-5a6b-b2de-abbb2572a572,www.lightscoop.com,1443.4749
Canon Nikon,clueweb12-1304wb-15-10675,1ba729e0-2440-57a4-b4ed-a1988e0f1c6a,www.lightscoop.com,1438.9987
Canon Nikon,clueweb12-1304wb-55-24745,58246451-c56e-50bd-ae1f-920df3e07de3,www.lightscoop.com,1412.9032
Canon Nikon,clueweb12-1304wb-15-10676,a5b17ede-5cea-58e6-a797-1b1a2c827467,www.lightscoop.com,1410.7896
Canon Nikon,clueweb12-0900tw-07-07690,0d28e942-3360-5f76-a60e-11274d7c7f53,www.thephoblographer.com,1595.3413
Canon Nikon,clueweb12-0000tw-33-16489,31eb427c-e5c3-51ce-801a-74bbd760ef14,www.thephoblographer.com,1451.7776
Canon Nikon,clueweb12-1300tw-26-00581,8d7c74c6-5d73-5fe9-950b-a61ae7605d7f,currentphotographer.com,1588.26
Canon Nikon,clueweb12-1300tw-28-02319,e8343f6c-5c5c-5dcc-b757-b4ccf23e9c8a,currentphotographer.com,1586.5515
Canon Nikon,clueweb12-0109wb-58-07786,5c471ce3-0eeb-5ea9-8463-c8f7b3c408bb,www.crimesciences.com,1573.0743
Canon Nikon,clueweb12-1615wb-31-26836,c3b8090f-fe24-5e5d-b7f7-9b65aa33b287,www.lensrentals.com,1557.4523
Canon Nikon,clueweb12-0003wb-98-18373,ae0c516f-19de-51b9-8126-9bd069e37ac0,diglloyd.com,1555.8771
Canon Nikon,clueweb12-0500tw-15-16758,be84b821-db66-5825-8aff-a21aa4c27a15,thumb.it,1550.8815
Canon Nikon,clueweb12-0915wb-05-19060,0451dd7b-6960-519e-9250-134f9d4414d8,www.blahblahtech.com,1542.4702
Canon Nikon,clueweb12-1113wb-28-36003,9434dc7f-d011-5bff-99a8-720f35e53f47,www.digitalfieldguide.com,1537.5532
Canon Nikon,clueweb12-1610wb-75-14915,5dd41f1c-df7f-563b-9107-57e089a16af2,www.apertureuk.com,1536.4059
Canon Nikon,clueweb12-1610wb-75-14917,7235cff5-43f2-5329-9bf2-d2253fbbd5af,www.apertureuk.com,1534.7751
Canon Nikon,clueweb12-0704wb-68-11546,eb6c82b7-5ea6-5448-87f7-cc5aef9b09ec,www.srb-griturn.com,1514.0353
Canon Nikon,clueweb12-0818wb-79-05665,e2dcc866-303c-568f-a5a5-c8e3440a37d7,www.openraw.org,1510.7231
Canon Nikon,clueweb12-0004wb-94-23288,98d081dd-45b2-5c4d-a7e6-df439a2d1dbd,luminous-landscape.com,1509.5338
Canon Nikon,clueweb12-0500wb-68-25390,657867ca-29f6-550e-bcdf-14e2980f4ec6,www.llvj.com,1507.2779999999998
Canon Nikon,clueweb12-1508wb-48-01103,c92dd9a1-5b5a-55f3-92e0-e0aecf432ad3,dslrblog.com,1505.9309
Canon Nikon,clueweb12-1216wb-74-34164,5f024a41-e2e7-52cc-9b59-96c6644011ab,www.naturalexposures.com,1504.838
Canon Nikon,clueweb12-0711wb-34-03929,0acb4d0b-2f3e-5c61-bd62-cd67b3968dcb,www.technovibe.com,1501.6702
Canon Nikon,clueweb12-0710wb-70-27756,14b7192f-e1e7-58be-89d9-78e2793eccfe,www.technovibe.com,1499.6384
Canon Nikon,clueweb12-1404wb-60-28909,0876ce8f-540e-523b-916e-936fd5717af0,www.technovibe.com,1498.1152
Canon Nikon,clueweb12-1404wb-60-28922,32d1d2e9-e283-5d93-ad44-31fdcb387589,www.technovibe.com,1496.8479
Canon Nikon,clueweb12-0304wb-34-10438,0ce7d64e-b619-5c74-a9ea-9a373104b9c6,www.technovibe.com,1496.2996
Canon Nikon,clueweb12-0301tw-22-15272,fb02eed1-42b1-5a22-9df8-8d8c2bd74b9b,blog.getaway.co.za,1496.9343
Canon Nikon,clueweb12-0111wb-84-22595,c280ca00-a9a1-5f24-8ed1-31c6f578ff6f,www.digitalrev.com,1493.795
Canon Nikon,clueweb12-0403wb-68-29285,c032e09f-34ea-5431-a6cc-1fa05377cebe,www.digitalrev.com,1460.7488
Canon Nikon,clueweb12-1300tw-79-08651,6b547b76-0cd9-54dc-a43b-592fc9af5f1d,viewreels.com,1488.6729999999998
Canon Nikon,clueweb12-0000wb-15-27181,42724968-9a27-5078-8902-93a8874c529d,1bestpriceelectronic.tripod.com,1487.8267
Canon Nikon,clueweb12-1116wb-01-06843,66a8df0e-c8fd-5204-879a-df6a3a64df52,grendylgirl.deviantart.com,1478.1813
Canon Nikon,clueweb12-1511wb-66-31742,89cb3c9c-3f87-5dfa-afe9-a4775a381b70,blog.publishedandprofitable.com,1478.0443
Canon Nikon,clueweb12-1107wb-95-08523,dc07d87d-3ce9-5e5f-858c-6d2bd61e452b,www.techforless.com,1476.5629
Canon Nikon,clueweb12-1107wb-90-18768,245e1aca-819c-55f0-86f6-ee6068f5a11b,www.techforless.com,1475.951
Canon Nikon,clueweb12-1205wb-29-20691,0efef0b5-d2d0-5e36-97f0-55aca7e43166,www.airsoft2day.com,1472.6733
Canon Nikon,clueweb12-1600tw-26-02980,8791ea78-8ae1-5c2e-9ee4-1b8bdca7c10f,www.ephotozine.com,1465.2125
Canon Nikon,clueweb12-0500tw-28-19759,a0d0f7ee-33b3-5c13-970f-03955ab13d0b,www.ephotozine.com,1422.9917
Canon Nikon,clueweb12-1505wb-10-24637,2d2a13db-f4f9-5077-90ca-b5230b953a4f,www.mohamedmalik.com,1461.1176
Canon Nikon,clueweb12-1314wb-59-00318,60761b6c-765d-58e0-acb8-402b540e69ff,scottwyden.com,1459.8844
Canon Nikon,clueweb12-1000tw-96-00629,4d1a0849-70be-563f-a584-88c77b976019,www.tethertools.com,1443.8732
Canon Nikon,clueweb12-1905wb-45-20223,fac9d703-62a3-5b62-a4ae-552ba0f6d5fc,www.lightingrumours.com,1441.2814
Canon Nikon,clueweb12-1507wb-95-05412,efa520cc-4fb5-50f2-81a3-a6b4a17ccfb1,www.satechi.net,1439.96
Canon Nikon,clueweb12-1505wb-56-05971,f9ea47aa-1880-5bb1-8641-3aa9906fe911,www.satechi.net,1439.9
Canon Nikon,clueweb12-0500wb-23-09160,57418616-956e-58be-8487-1def9d6b784d,www.dazacomputers.com,1430.7264
Canon Nikon,clueweb12-1607wb-91-09851,de8f34d6-b4dd-57ea-bd1e-b96c71ced361,www.gizmoz.com.au,1426.1423
Canon Nikon,clueweb12-0105wb-11-22789,7f458caa-4931-5ce9-89b6-b8acdf75e7f9,www.canogacamera.com,1425.1964
Canon Nikon,clueweb12-0106wb-90-24006,f959ad9a-258d-576b-ab6b-b1cef0d71bcf,www.canogacamera.com,1423.8892
Canon Nikon,clueweb12-0208wb-05-10447,6ecde04c-e403-5ec8-a403-bbe0c692509c,www.nikondigital.org,1425.118
Canon Nikon,clueweb12-0606wb-28-25963,94393356-9656-5f66-84fb-e66670833b49,www.nikondigital.org,1405.4899
Canon Nikon,clueweb12-0912wb-76-20710,a4690278-4d2e-52de-8090-cc64d5e068bb,www.lensbaby.com,1416.2769
Canon Nikon,clueweb12-0908wb-97-27385,d9130280-48bb-586f-909e-a6b690c73869,www.lensbaby.com,1412.3746
Canon Nikon,clueweb12-0605wb-51-13394,9d56c086-a834-500f-be4f-656bb2f9a99b,www.national-tech.com,1413.6028
Canon Nikon,clueweb12-1310wb-60-30009,54bca8de-9d7b-52f4-bd46-0a867d35cca9,www.dxo.com,1411.3291
Canon Nikon,clueweb12-0201wb-31-20712,538ff2cc-3324-5fe7-a8bb-045e98a4fb28,www.dxo.com,1409.1755
Canon Nikon,clueweb12-0508wb-60-34288,f9379d81-4431-509e-af68-c1bfd9d07810,www.dxo.com,1408.7124
Canon Nikon,clueweb12-0505wb-37-09335,a6aa3319-fc7c-5726-89c2-7b01e1a4dd86,www.dxo.com,1408.1157
Canon Nikon,clueweb12-0106wb-30-33938,600069c8-e9ca-5e17-83b3-dc17d05441f2,www.cablewholesale.com,1410.8629999999996
Canon Nikon,clueweb12-0201wb-56-16995,3a2aa407-aef1-5699-8ece-b3d17c5b6296,www.flashzebra.com,1410.6394
Canon Nikon,clueweb12-0009wb-96-26140,42448975-b2cc-5855-a8c0-e630d35a53f9,sportingimages.com.au,1406.6012
good dish detergent,clueweb12-1510wb-29-22711,f4611819-83ec-5e7b-82cc-238a6ca1fed7,www.statusclean.com,2060.3357
good dish detergent,clueweb12-0305wb-07-10720,0a1dd4c1-826c-571f-9e4b-5d53dd2cb14d,www.staples.com,1960.2625
good dish detergent,clueweb12-0303wb-09-17950,702334a2-df92-5d9a-b0cc-80fc9b737a8b,www.seventhgeneration.com,1760.7367
good dish detergent,clueweb12-0303wb-25-18273,458443c5-1c95-59d7-8b68-6225eeacf2ac,www.seventhgeneration.com,1446.7242
good dish detergent,clueweb12-0305wb-22-17419,b6a2bd17-d252-5ec3-a7b3-d31ceb0d306b,www.seventhgeneration.com,1429.1934
good dish detergent,clueweb12-0305wb-68-03787,3838e256-49f1-539a-8fc9-e8567b975157,www.seventhgeneration.com,1281.5602
good dish detergent,clueweb12-0305wb-75-24068,6aa29aa8-655e-5c5c-af2f-e2902ad6826a,www.seventhgeneration.com,1240.5853
good dish detergent,clueweb12-0600wb-71-23703,e0a7ed4d-e0c0-5e72-a1f4-054cb159c9da,www.seventhgeneration.com,1233.6484
good dish detergent,clueweb12-0303wb-38-14916,9e076610-43b0-5cda-9a27-92adc5489dc7,www.seventhgeneration.com,1223.6632
good dish detergent,clueweb12-0303wb-81-29273,c2a1dc80-b633-5d36-97a6-392e19339965,www.seventhgeneration.com,1082.6399
good dish detergent,clueweb12-0603wb-53-32485,153d5c8a-329c-5748-bbb4-d18b10d8dcd3,www.seventhgeneration.com,1081.6434
good dish detergent,clueweb12-0602wb-18-00192,4c14f70c-aa47-5013-a327-fabcb4cf6a1e,www.seventhgeneration.com,1077.1775
good dish detergent,clueweb12-0602wb-36-12360,9095ad32-4706-59de-b684-0c0359d0f099,www.seventhgeneration.com,981.1559
good dish detergent,clueweb12-0600wb-94-07304,64ae94d0-0635-520b-9ddc-f9a93e5f3e4c,www.seventhgeneration.com,904.659
good dish detergent,clueweb12-1305wb-99-16558,daa3f146-8900-51f8-9488-0dd559a8aea2,www.oxyboost.com,1754.49
good dish detergent,clueweb12-1305wb-99-16559,a1ee3f2c-70f0-5374-80d9-b78d65cedc7e,www.oxyboost.com,1086.504
good dish detergent,clueweb12-1306wb-35-13155,acefef06-a859-5582-88ef-9a4db22a7bff,www.oxyboost.com,1085.4163
good dish detergent,clueweb12-0510wb-25-30766,81d16417-ee97-56b1-a871-fab392c903cf,www.housekeepingchannel.com,1673.3063
good dish detergent,clueweb12-0202wb-97-13052,7460b6ae-bb01-50bd-9114-e42572f955f9,www.housekeepingchannel.com,1195.3755
good dish detergent,clueweb12-0202wb-97-13058,42daa23f-3532-53d7-aecc-5a3fdd9ec3b8,www.housekeepingchannel.com,976.7528
good dish detergent,clueweb12-0202wb-21-32224,5b7d874c-844e-57ea-b0c1-8ee1f0c257d0,www.housekeepingchannel.com,859.8396
good dish detergent,clueweb12-1503wb-74-17792,c617b0d7-9556-5e58-9be0-6454c53960a8,www.leapingbunny.org,1593.8813
good dish detergent,clueweb12-1503wb-74-17799,ab31737b-9c90-5b93-bfff-024f588178a4,www.leapingbunny.org,960.8142
good dish detergent,clueweb12-1314wb-56-01069,050df90f-8c98-5496-aa3e-8202f10ed18a,www.foodstradeholding.com,1431.9193
good dish detergent,clueweb12-0003wb-22-14299,d8772e44-ed34-5766-9406-6412a62f94be,housekeeping.about.com,1427.0481
good dish detergent,clueweb12-0000wb-90-35314,32a1cf66-3fce-5eb8-9d2d-5c7f57eb8c37,housekeeping.about.com,985.5448
good dish detergent,clueweb12-0503wb-58-12513,2927dab3-bd42-51dc-8dda-3878a432f0da,www.elmhurst.edu,1388.2532
good dish detergent,clueweb12-0500wb-35-24581,8cc8cd1e-4311-5ace-8871-954996b702a8,www.elmhurst.edu,1370.1085
good dish detergent,clueweb12-1800wb-06-22535,8718d725-6ea5-594c-81c2-c7c012ec309e,dawn-dish.com,1372.9952
good dish detergent,clueweb12-1206wb-84-06349,c62bb90a-92da-52a2-8da3-f8b5240abb9d,www.dawn-dish.com,1370.4106
good dish detergent,clueweb12-0002wb-14-19768,7cd47745-e681-522d-82e3-6848bef5e3fc,home-n-stead.com,1156.581
good dish detergent,clueweb12-0305wb-67-24731,43cc8c86-74dc-54cc-a5d7-b1401377f03b,www.cleaninginstitute.org,1153.4285
good dish detergent,clueweb12-0609wb-46-13781,84a99a3f-59d5-5030-9921-e841235452a3,www.popdeluxe.net,1136.982
good dish detergent,clueweb12-0207wb-11-16913,2e946384-e435-54cf-b89b-1450fb000965,www.kktv.com,1134.4236
good dish detergent,clueweb12-0916wb-33-07905,a6e6951a-e684-54a8-affc-95acb0162ce2,www.thriftyfun.com,1131.1531
good dish detergent,clueweb12-0110wb-73-07162,2a9a3f7a-7e44-5ec8-928a-209368571e35,www.gdiapers.com,1121.8251
good dish detergent,clueweb12-0503wb-70-27746,1fa29df2-8cfd-5527-95ac-e18b83844f7c,www.gdiapers.com,1107.3066
good dish detergent,clueweb12-1102wb-27-13741,20936ccc-548c-5a7c-90f4-6580611037fa,blogs.argusleadermedia.com,1102.0410000000004
good dish detergent,clueweb12-0106wb-06-10135,74e6bcc7-2773-5165-9626-5669df03302a,www.druidry.org,1101.1327
good dish detergent,clueweb12-0003wb-78-20906,de85d32a-5e5e-54e1-bb07-f1742b12948e,dir.indiamart.com,1100.8168
good dish detergent,clueweb12-1813wb-52-11765,73cb0de9-cebf-5131-851d-3ee69df1d29b,www.burnhamnationwide.com,1099.6917
good dish detergent,clueweb12-1813wb-52-11768,44279db1-9cba-51f1-8ac2-2e155ebd7645,www.burnhamnationwide.com,1022.73474
good dish detergent,clueweb12-1204wb-76-06542,574f5a23-fb93-5015-846e-7e3081d2df6b,www.ilovegain.com,1095.5513
good dish detergent,clueweb12-1205wb-08-09058,731d760b-67bd-517b-9a1f-58b98a12d3c4,www.ilovegain.com,1041.5562
good dish detergent,clueweb12-1205wb-02-16819,ec934705-8520-5d19-8c20-33ef4179350d,www.ilovegain.com,956.6698
good dish detergent,clueweb12-1204wb-56-35660,d780684d-dbb2-5172-94c1-7bbbbfe72b1a,www.ilovegain.com,832.33954
good dish detergent,clueweb12-0608wb-43-06944,00795f54-6759-579f-95e0-0973c97bbc34,www.washing-machine-wizard.com,1040.6399
good dish detergent,clueweb12-0909wb-58-18271,8751c892-0ca8-522e-b0d4-308f6246d54c,www.eac.com.cy,1029.4396
good dish detergent,clueweb12-0107wb-42-28926,64369e24-9ad1-5996-9a8c-a27707b053a8,www.consumerreports.org,1021.3114
good dish detergent,clueweb12-0400tw-56-03832,6d2a2c70-01f9-5dd2-84a8-64ae96bd9587,blogs.babble.com,1016.04944
good dish detergent,clueweb12-0400tw-54-05484,a694d7e5-7421-5710-9884-a81595c27074,blogs.babble.com,1010.80774
good dish detergent,clueweb12-0400tw-74-16641,7ffd7718-ecbd-52ba-82e7-85ec97116d92,blogs.babble.com,1007.0052
good dish detergent,clueweb12-0411wb-05-09748,fdb8e089-9926-5b23-ab37-fea3cf917b32,www.byronshop.com.au,1015.7831
good dish detergent,clueweb12-0411wb-05-09747,ee3c8ed8-80d5-5064-b699-87262eaed28b,www.byronshop.com.au,1013.7366
good dish detergent,clueweb12-0208wb-07-03353,9bf25dfc-6b1c-52a3-aadc-4e5b3a9c7b28,www.sanovivstore.com,1009.8183
good dish detergent,clueweb12-0001wb-92-31774,80cb81c3-a58b-5841-83ad-798b5db6fe23,greenmethods.com,1006.70514
good dish detergent,clueweb12-0507wb-94-28954,7911be62-d48b-5124-b4c6-9d40d46ffa2e,www.made-in-china.com,958.821
good dish detergent,clueweb12-0104wb-56-32504,bac1bd06-735d-552a-b32b-29a351edb410,www.chemclean.com,950.4318
good dish detergent,clueweb12-0104wb-38-19259,afa5ee8d-c0da-594b-a203-9c08c4f58a3b,www.chemclean.com,947.48114
good dish detergent,clueweb12-1500tw-62-05366,6a2baca4-55df-54a5-a121-38e1989fe1a3,articles.mercola.com,942.08636
good dish detergent,clueweb12-0404wb-44-05984,f7a48318-8f27-50c2-9bde-be10c4f445f2,www.euphoriababy.com,941.5099
good dish detergent,clueweb12-1904wb-30-09841,20fd6b85-c4b2-5753-923b-e2dfba398472,sinolight-seagull.en.alibaba.com,922.12915
good dish detergent,clueweb12-0801wb-35-13556,69438c40-0f65-59d3-b172-974d60afff9a,twisty.typepad.com,920.9556
good dish detergent,clueweb12-0801wb-35-13557,2d33c921-e148-562c-b125-252ff1593793,twisty.typepad.com,919.271
good dish detergent,clueweb12-1000wb-40-13777,dc78bc55-1e97-5747-a39e-b8a60b0c08fa,www.designcontest.com,917.58875
good dish detergent,clueweb12-1100wb-15-06108,396e2926-13e0-51df-8ab4-0b2dd9a27ae6,www.niralbi.com,911.2237
good dish detergent,clueweb12-0100wb-46-15608,8970204f-eb9d-5708-be21-2f3d59b774f2,www.bluemoongoods.com,910.1767
good dish detergent,clueweb12-0408wb-08-06504,ed412915-82f9-5794-ae55-7874fa8e4079,www.chartreuseproducts.com,905.2436
good dish detergent,clueweb12-1809wb-27-26087,6cd543ab-2393-530b-bf4f-959fd6343165,www.exportech.co.uk,895.88586
good dish detergent,clueweb12-0308wb-06-32061,32f159d1-c051-5fe1-8ad3-090a0154d803,chemistry.about.com,890.8485
good dish detergent,clueweb12-0402wb-55-08411,bff62070-3b20-53af-88c1-843bab2ba307,housewares.about.com,889.068
good dish detergent,clueweb12-0405wb-96-24234,50d1aae9-fc3f-5668-9066-77384b726f46,pressroom.consumerreports.org,874.2424300000001
good dish detergent,clueweb12-1006wb-82-06791,d3de292a-8575-53d6-be05-1c4ac6bdbb11,www.momsavesmoney.net,871.3985
good dish detergent,clueweb12-0304wb-70-24172,18f1689d-3662-5a53-bff7-49d4d80c9a29,www.progensci.co.uk,868.59125
good dish detergent,clueweb12-1412wb-25-16017,605f99fd-bda0-571f-b597-e3e5d370d1af,www.mrscleanusa.com,862.8067
good dish detergent,clueweb12-0301tw-24-00493,00afe7d3-aca6-59b4-aeec-1079b7e58440,offbeathome.com,859.89386
good dish detergent,clueweb12-0700tw-59-20186,1710ca68-ed82-5bd4-93d8-737890d71914,www.bgbgtwo.com,856.9592
good dish detergent,clueweb12-0605wb-55-17365,ab73217a-b944-5fe5-8320-75e421b8fa14,www.thefullmommy.com,846.3008
good dish detergent,clueweb12-0207wb-66-14156,2032db4d-a654-5ec7-9e7d-ebc1fa09d42e,www.mrsmeyers.com,842.9314
good dish detergent,clueweb12-0207wb-35-06073,43d0d908-d8e6-5467-9212-d197a8e913c2,www.mrsmeyers.com,838.9346
good dish detergent,clueweb12-0207wb-35-06072,c04427d9-d7ff-5074-9d58-4d35387cc1e5,www.mrsmeyers.com,830.8903
good dish detergent,clueweb12-0402wb-23-03154,67b10ccb-6048-5387-a47b-fe92385a5cd0,www.buygreen.com,832.9868
good dish detergent,clueweb12-0305wb-01-10053,0ac27715-1dc4-5656-8c2e-f53a86e815fe,www.southafricab2b.co.za,830.4511
good dish detergent,clueweb12-0900tw-43-06971,5f07f6bf-880b-59de-b7bc-462f1d40f5e2,www.huffingtonpost.com,826.487
good dish detergent,clueweb12-1800tw-22-16551,5b8d3b52-2c64-5bf3-997b-d819259f8436,practical-stewardship.com,825.62177
good dish detergent,clueweb12-1014wb-81-04891,8fadaf8c-5bcb-5cdb-9ad2-3eb09dbe5abd,www.bonami.com,824.36993
good dish detergent,clueweb12-1017wb-79-12172,a32841a3-02a9-5890-a4e4-91d3c17a8e88,www.bonami.com,823.8753
good dish detergent,clueweb12-1020wb-93-14347,884c6da8-f34a-55d6-afa4-16c5383b653f,www.bonami.com,823.2112400000002
good dish detergent,clueweb12-1015wb-74-10724,ca31541c-6504-5432-acf4-fa7f8f60ad22,www.bonami.com,823.2112400000002
good dish detergent,clueweb12-1016wb-13-12380,67ba4002-a5fe-5b70-98db-53c326278784,www.bonami.com,822.5512
